stop_code	stop_id	stop_name
56718	490015290N	South Croydon, Coombe Road (Stop N)
73705	490015290S	South Croydon, Coombe Road (Stop R)
71422	490015285N	Lisson Grove, Church Street Market (Stop EN)
49491	490015285S	Lisson Grove, Church Street Market (Stop EB)
57652	490015236M	Clapham Common, Long Road  Clapham Common (Stop M)
47474	490015298E	Camberwell, Camberwell Green (Stop E)
73616	490015298F	Camberwell, Camberwell Green (Stop F)
53904	490015349E1	Beckenham, Hayne Road Beckenham (Stop BE)
74956	490015350F	Hornchurch, Hornchurch Town Centre (Stop F)
53652	490015351E	Lambeth, Imperial War Museum (Stop K)
77937	490015351W	Lambeth, Imperial War Museum (Stop L)
76271	490015319P	North Acton, Gypsy Corner (Stop P)
55002	490015320Q	North Acton, Wales Farm Road North Acton (Stop Q)
53026	490015322GQ	Golders Green, Hoop Lane Golders Green (Stop A)
76084	490015322GR	Golders Green, Hoop Lane Golders Green (Stop S)
71604	490015324N	Barnsbury, Caledonian Road  Copenhagen Street (Stop N)
75289	490015324S	Barnsbury, Caledonian Road  Copenhagen Street (Stop Q)
76738	490015327E	North Finchley, Granville Rd High Rd Finchley (Stop P)
59127	490015327N	North Finchley, Granville Rd High Rd Finchley (Stop N)
75761	490015428N	Dulwich Village, Dulwich  The Plough (Stop DM)
73484	490015429S	Hither Green, Springbank Road  Hither Green (Stop A)
50926	490015403W	Elmstead, Dunkery Road Ravensworth Road (Stop S)
49625	490015404E	Clapham Junction, Marcilly Road (Stop B)
72446	490015405RH	Rosehill, Bishopsford Road  Rose Hill Roundabout (Stop RH)
73266	490015413S	Park Langley, The Chinese Garage (Stop LC)
58710	490015414F1	North Acton, Park Royal Asda  Western Road (Stop K)
91527	490015434W2	Shacklewell, Shacklewell Lane Amhurst Road (Stop U)
71618	490015315NJ	Norbiton, Kingston Hospital (Stop NJ)
77915	490015315NK	Norbiton, Kingston Hospital (Stop NK)
59353	490015316J	Marylebone, George Street (W1) (Stop J)
76160	490015317N	Marylebone, George Street (W1) (Stop K)
59131	490015283BJ	Brockley, Endwell Road (Stop BJ)
77835	490015284W	Bush Hill Park, Church Street (Stop V)
72182	490015354E	Sutton, Lind Road Sutton (->E)
71865	490015354S	Sutton, Lower Road (Stop)
73449	490015354W	Sutton, Thicket Road Sutton (->W)
50001	490015314E	West Norwood, Crown Lane  Crown Point (Stop CK)
74724	490015441H	Ponders End, Southbury Road Ponders End (Stop H)
48427	490015241B	Hounslow, School Road (TW3) (Stop C)
50818	490015241C	Hounslow, Hounslow Bus Station (Stop E)
58715	490015241S	Hounslow, Hounslow Bus Station (Stop D)
52902	490015242G	Kilburn, Willesden Lane Kilburn (Stop G)
91446	490015358N	Barnehurst, Long Lane (DA3) (Stop ->N)
72697	490015358S	Barnehurst, Long Lane (DA3) (Stop NV)
52673	490015359E	Streatham Vale, Longthornton Road (->E)
52790	490015359W	Streatham Vale, Longthornton Road (->W)
53562	490015408E	Romford, Oldchurch Rise (Stop HB)
55176	490015408E1	Romford, Oldchurch Rise (Stop HC)
57572	490015409E	Northolt, Old Ruislip Road (Stop T)
53198	490015314W	West Norwood, Crown Point (Stop CT)
56963	490015315N	Norbiton, Kingston Hospital (->N)
52311	490015315NH	Norbiton, Kingston Hospital (Stop NH)
52709	490015405RJ	Rosehill, Bishopsford Road  Rose Hill Roundabout (Stop RJ)
52193	490015406RK	Rosehill, Wrythe LaneRose Hill Roundabt (Stop RK)
50779	490015406RL	Rosehill, Wrythe LaneRose Hill Roundabt (Stop RL)
50235	490015407N4	Rosehill, Rose Hill  Rose Hill Roundabt (Stop RS)
57495	490015330E	Greenford, Greenford Av Gifford Gardens (->E)
54459	490015330W	Greenford, Greenford Av Gifford Gardens (->W)
56179	490015235R	Clapham Common, Clapham Common (Stop Z)
76129	490015236L	Clapham Common, Long Road  Clapham Common (Stop L)
77287	490015370NGS	Old Malden, Manor Drive North (Stop MS)
50357	490015382N2	Camden Town, Pratt Street Camden (Stop Q)
49757	490015383R	Lower Clapton, Powerscroft Road Lower Clapton Road (Stop R)
91528	490015434E	Shacklewell, Shacklewell Lane Amhurst Road (Stop W)
48978	490015275S2	Brixton, Brixton Water Lane Effra Road (Stop C)
53215	490015361W	Bushey Mead, Lower Downs Road Wimbledon (->W)
49176	490015362N	Child's Hill, Lyndale Avenue (Stop K)
53236	490015362S	Child's Hill, Lyndale Avenue (Stop E)
47059	490015441G	Ponders End, Durants Road (Stop G)
76889	490015419H	Penge & Sydenham, Penge  Pawleyne Arms (Stop H)
51880	490015420K	Penge & Sydenham, Penge  Sainsbury's (Stop K)
53038	490015417E	Enfield Town, Chase Side Avenue (Stop ZA)
50330	490015417W	Enfield Town, Chase Side Avenue (Stop ZB)
71814	490015384V	Camden Town, Pratt Street (Stop CS)
74630	490015385J	Camden Town, Pratt Street (Stop J)
54750	490015386E	Prince Regent, Prince Regent Station (Stop K)
47806	490015387W	West Hampstead, Priory Road West Hampstead (Stop F)
48369	490015434S	Shacklewell, Shacklewell Lane (Stop A)
72027	490015434W	Shacklewell, Shacklewell Lane (Stop G)
54057	490015364E	Little Heath, King George Hospital (Stop A)
91560	490015364S	Little Heath, King George Hospital (Stop AA)
77152	490015327S	North Finchley, Granville Rd High Rd Finchley (Stop A)
57395	490015411S	Orpington, High Street Orpington War Memorial (Stop S)
56782	490015412S	Hornsey, Wolseley Road (Stop ME)
55218	490015413N	Park Langley, The Chinese Garage (Stop LJ)
76663	490015414G	North Acton, Park Royal Asda (Stop G)
50996	490015416F	Enfield Town, Parsonage Lane (Stop M)
47804	490015416S	Enfield Town, Parsonage Lane (Stop J)
51528	490015424S	Thornton Heath, Sandfield Gardens (->S)
72592	490015427E	Kidbrooke, Shooters Hill Rd Eastbrook Rd (Stop S)
48225	490015427W	Kidbrooke, Old Dover Road (Stop C)
77728	490015423S	Sanderstead, Sanderstead  All Saints Church (->S)
72484	490015424N	Thornton Heath, Sandfield Gardens (->N)
72200	490015273S1	New Beckenham, Lawn Road (Stop C)
76213	490015275N2	Brixton, Brixton Water Lane Effra Road (Stop M)
71152	490015364X	Little Heath, King George Hospital (Stop X)
74032	490015365C	Kingsbury, Kingsbury Circle (Stop C)
76452	490015365D	Kingsbury, Kingsbury Circle (Stop D)
77384	490015367S	Gospel Oak, Lady Somerset Road Gospel Oak (Stop GW)
49210	490015439M	Southall, Southall Broadway (Stop M)
91574	490015259L	Walthamstow, Walthamstow Central Station (Stand R)
77407	490015253T	Cricklewood, Cricklewood Lane Cricklewood (Stop CO)
75962	490015255F	Hampstead, Rosslyn Hill  Pond Street (Stop F)
47817	490015250G	Wealdstone, The Wealdstone Centre (Stop G)
77550	490015251P	West Ealing, Dane Road (Stop P)
50795	490015251Q	West Ealing, Dane Road (Stop Q)
74055	490015252E	West Ealing, St Leonards Road West Ealing (Stop S)
50044	490015252W	West Ealing, St Leonards Road West Ealing (Stop JJ)
53284	490015253S	Cricklewood, Cricklewood Lane Cricklewood (Stop CV)
56367	490015370S	Old Malden, Manor Drive North (Stop MR)
76170	490015371W	Wandsworth, Mapleton Crescent (->W)
52819	490015344E	Hanworth, Apex Corner  Country Way (Stop B)
54762	490015344W	Hanworth, Apex Corner  Country Way (Stop M)
55122	490015345E	Harefield, Harefield Hospital (->E)
76958	490015346N	Norwood, Rockmount Road (->N)
55999	490015346S	Norwood, Rockmount Road (->S)
48712	490015347H	Harrow, Harrow Town Cen  St John's Rd (Stop H)
48870	490015347L	Harrow, Harrow Town Centre (Stop L)
73941	490015347M	Harrow, Harrow Town Centre (Stop M)
47999	490015347S	Harrow, Harrow Town Centre (Stop J)
58039	490015348W	Hayes End, Hayes End (Stop XF)
73146	490015299K	Camberwell, Camberwell Church St  Camberwell Grn (Stop K)
72427	490015444W	Hounslow, The Bell (Stop W)
59256	490015446S1	Hampstead Garden Suburb, The Bishops Avenue (->S)
73891	490015435E	West Barnes, Shannon Corner  Burlington Road (Stop C)
73338	490015436S	Shirley, Hartland Way (Stop Y)
50984	490015438S	Woodcote, Smitham Downs Road (Stop RJ)
74861	490015380E	Barnehurst, Mayplace Road East  Pinnacle Hill (Stop NH)
53313	490015380W	Barnehurst, Mayplace Road East  Pinnacle Hill (Stop NN)
57583	490015280N	Cranford, Bulls Bridge Tesco (Stop BW)
75928	490015281U	Dormer's Wells, Dormer's Wells Lane (Stop UM)
71557	490015281V	Dormer's Wells, Dormer's Wells Lane (Stop UB)
75886	490015282S	De Beauvoir Town, Canal Walk (Stop XD)
47517	490015283BH	Brockley, Endwell Road (Stop BH)
51376	490015319D	North Acton, Gypsy Corner (Stop D)
57101	490015319O	North Acton, Gypsy Corner (Stop O)
51634	490015286N	Selhurst, Clifton Road (Stop N)
55324	490015247E	Herne Hill, Herne Hill (Stop E)
50475	490015248C	Herne Hill, Herne Hill Station (Stop C)
71408	490015249M	Harrow & Wealdstone, Harrow & Wealdstone Station (Stop M)
58824	490015249N	Harrow & Wealdstone, Harrow & Wealdstone Station (Stop N)
73901	490015250F	Wealdstone, The Wealdstone Centre (Stop F)
51417	490015292N	Grove Park, Baring Road  Coopers Lane (Stop P)
75004	490015292S	Grove Park, Baring Road  Coopers Lane (Stop T)
57502	490015279N	Thornton Heath, Brook Road Thornton Heath (->N)
74171	490015279S	Thornton Heath, Brook Road Thornton Heath (->S)
72479	490015377N	St Margarets, Easedale House (Stop V)
77747	490015378W	Brockley, Montague Avenue (Stop)
54643	490015342S1	Hanworth, Apex Corner Hampton Road West (Stop D)
47154	490015342W1	Hanworth, Apex Corner Hampton Road West (Stop U)
58632	490015343N	Hanworth, Hampton Road East (Stop T)
72939	490015343S2	Hanworth, Hampton Road East (Stop E)
47332	490015442S	South Croydon, South Croydon Bus Garage (Stop GK)
57771	490015443D	North Finchley, Tally Ho Corner (Stop D)
71462	490015443P	North Finchley, North Finchley Bus Station (Stand P)
49962	490015443S	North Finchley, North Finchley Bus Station (Stop S)
73841	490015332B	Greenwich, Vanbrugh Hill (Stop B)
52614	490015411L	Orpington, Sevenoaks Road  Orpington War Memorial (Stop L)
52589	490015411N	Orpington, Spur RdOrpington War Memorial (Stop N)
71298	490015411P	Orpington, Spur RdOrpington War Memorial (Stop P)
71581	490015411R	Orpington, High Street Orpington War Memorial (Stop R)
56866	490015255G	Hampstead, Rosslyn Hill (Stop G)
56358	490015256C	Grove Park, Grove Park Station (Stop C)
53330	490015256D	Grove Park, Grove Park Station (Stop D)
74380	490015363W	Homerton, Kenton Road  Well Street (Stop L)
76963	490015230P	Hanwell, Ealing Hospital (Stop P)
50169	490015230Q	Hanwell, Ealing Hospital (Stop Q)
50219	490015349BF	Beckenham, Hayne Road Beckenham (Stop BP)
74723	490015299L	Camberwell, Camberwell Church St  Camberwell Grn (Stop L)
47179	490015300N	Palmers Green, Cambridge Roundabout North (Stop ND)
74847	490015300S	Palmers Green, Cambridge Roundabout North (Stop SG)
57939	490015301E	Palmers Green, Cambridge Roundabout West (Stop EB)
58391	490015302P	Canons Park, Willow Court (Stop P)
47456	490015303N	Kingsbury, Carlisle Road Kingsbury (Stop RK)
55120	490015303S	Kingsbury, Carlisle Road Kingsbury (Stop RA)
51663	490015304N	Derry Downs, Court Road  Green Lane (Stop C)
72317	490015396S	Canonbury, Newington Green (Stop NE)
91554	490015396W	Canonbury, Newington Green (Stand)
74770	490015397E	Harlington, Nobel Drive (Stop F)
71699	490015399L	Palmers Green, North Circular Road Palmers Green (Stop L)
57218	490015243Y	Kilburn, Kilburn High Rd Cambridge Ave (Stop Y)
52363	490015243Z	Kilburn, Kilburn High Road Station (Stop Z)
74224	490015244M	Kennington, Kennington Park Road (Stop M)
57090	490015246N	Kentish Town, Kentish Town Road (Stop KP)
57846	490015247D	Herne Hill, Herne Hill (Stop D)
56368	490015262S1	Blackfen, Wellington Avenue Blackfen Rd (Stop R)
50206	490015264W1	Charlton, Blackheath  Royal Standard (Stop BD)
48517	490015355N	Holloway Road, Lowther Road (Stop SR)
59348	490015291N	South Croydon, Coombe Road South Croydon (Stop J)
49502	490015261S	Kingsbury, Tudor Gardens Kingsbury (Stop BN)
55558	490015262N	Blackfen, Wellington Avenue Blackfen Rd (Stop M)
54694	490015441J	Ponders End, Southbury Road Ponders End (Stop J)
72649	490015441N	Ponders End, Durants Road (Stop N)
56886	490015421E	Chelsea, Royal Brompton Hosp  Royal Marsden Hosp (Stop HM)
59523	490015421S	Chelsea, Royal Brompton Hosp  Royal Marsden Hosp (Stop HP)
74397	490015422E	Foots Cray, Ruxley Corner (Stop FF)
52899	490015422W	Foots Cray, Ruxley Corner (Stop FL)
76490	490015423N	Sanderstead, Sanderstead  All Saints Church (->N)
51109	490015361E	Bushey Mead, Lower Downs Road Wimbledon (->E)
77746	490015391E	Fulwell Cross, Mossford Lane Fulwell Cross (Stop H)
72530	490015391W	Fulwell Cross, Mossford Lane Fulwell Cross (Stop G)
53000	490015402E	Arkley, Quinta Drive Arkley (Stop)
55419	490015403E	Elmstead, Dunkery Road Ravensworth Road (Stop B)
75610	490015338N	Norwood, Hermitage Road (Stop H)
51463	490015338S	Norwood, Hermitage Road (Stop D)
48795	490015339E	Pield Heath, Hillingdon Cemetery (Stop UA)
47043	490015341N	Collier Row, Hog Hill Road (Stop WS)
52172	490015329W	Enfield, Baird Road (Stop H)
51684	490015277E	Southborough, Crown Lane Spur (Stop BC)
52050	490015296S	Greenwich, Blackwall Lane (Stop MU)
71382	490015381W	Selsdon/South Croydon, Pixton Way Selsdon (->W)
51279	490015304S	Derry Downs, Court Road  Green Lane (Stop B)
47356	490015305W	Old Coulsdon, The Glade (->E)
52596	490015305W1	Old Coulsdon, The Glade (->W)
49445	490015306W	Mitcham, Pentlands Close (->W)
53395	490015312E	Charlton, Anchor & Hope Lane (Stop)
52679	490015312W	Charlton, Bugsbys Way  Gallions Road (->W)
54416	490015313N	Pinner Green, Crossway Pinner Green (Stop PW)
51900	490015388D	Petts Wood, Station Square Petts Wood Stn (Stop D)
72137	490015389E	Brixton, Brixton Station Road (Stop T)
71225	490015389W	Brixton, Moorland Road (Stop N)
49986	490015390F	Morden, London Road  Morden Station (Stop F)
73390	490015390G	Morden, London Road  Morden Station (Stop G)
76686	490015433H	Eltham, Eltham Church  High Street (Stop H)
51604	490015399S	Palmers Green, North Circular Road Palmers Green (Stop M)
53162	490015440S	Heathrow Airport, Heathrow Cargo Area (Stop)
53768	490015441F	Ponders End, Durants Road (Stop F)
50014	490015393Y	Parsons Green, Munster Road Parsons Green (Stop Y)
50792	490015393Z	Parsons Green, Munster Road Parsons Green (Stop Z)
74582	490015395W	Plaistow, Newham Uni Hosp Emergency Dept (Stop HB)
75225	490015372W	Clapham Junction, Marcilly Road (Stop SB)
72335	490015373N	Hounslow West, Martindale Road (Stop)
77891	490015231T	Hanwell, Ealing Hospital (Stop R)
73118	490015234A	Clapham Common, Clapham Common (Stop A)
51930	490015356S	Broad Green, Drake Road (Stop U)
57903	490015357E	Primrose Hill, Primrose Hill (Stop H)
55718	490015327W	North Finchley, Granville Rd High Rd Finchley (Stop S)
57635	490015329E	Enfield, Baird Road (Stop Q)
74017	490015379N	Newington, Larcom Street Newington (Stop RU)
58650	490015379S	Newington, Larcom Street Newington (Stop RZ)
55153	490015237B	Collier's Wood, Colliers Wood (Stop B)
71271	490015239K	Holborn, Holborn Station (Stop K)
52754	490015260S	Little Ilford, Church Road Dersingham Avenue (Stop T)
74000	490015261N	Kingsbury, Tudor Gardens Kingsbury (Stop BC)
55135	490015230W	Hanwell, Ealing Hospital (Stop W)
47253	490015396NK	Canonbury, Newington Green (Stop NK)
53702	490015243W	Kilburn, Kilburn High Road Station (Stop W)
54594	490015243X	Kilburn, Kilburn High Road Station (Stop X)
55860	490015447S	Holborn, Clerkenwell Rd  Rosebery Ave (Stop CD)
49716	490015447N	Holborn, Gray's Inn Road  Rosebery Ave (Stop CB)
51501	490015448N	Anerley, Anerley Park Road  Thicket Road (->N)
72167	490015449E	Thornton Heath, Parchmore Road (Stop E)
77492	490015449F	Thornton Heath, Thornton Heath Clock Tower (Stop F)
76357	490015449G	Thornton Heath, Thornton Heath Clock Tower (Stop G)
71691	490015449H	Thornton Heath, Thornton Heath Clock Tower (Stop H)
48507	490015451E	Broad Green, Spurgeon's Bridge (Stop M)
54740	490015451N	Broad Green, Spurgeon's Bridge (Stop S)
71519	490015450N	Putney Heath, Tibbet's Ride Tibbet's Corner (Stop PW)
50563	490015450E	Putney Heath, Tibbet's Ride Tibbet's Corner (Stop PC)
58680	490015451S	Broad Green, Hogarth Crescent (Stop R)
76887	490015453N	Carshalton Beeches, Staplehurst Road (->N)
76399	490015453S	Carshalton Beeches, Staplehurst Road (->S)
48265	490015686S	Keston, Leafy Grove (Stop KG)
72511	490015698S	Ponders End, Lea Valley Road (EN3) (Stop PF)
50687	490015699N	Highbury, Joan of Arc School (Stop EJ)
52617	490015575W	Parsons Green, Parsons Green New Kings Road (Stop W)
50538	490015472D	Wimbledon, Wimbledon (Stop D)
50873	490015469E	Hale End, Waterworks Corner (Stop P)
77061	490015469E1	Upper Walthamstow, Woodford New Road (Stop N)
51645	490015469W	Hale End, Waterworks Corner (Stop Q)
73739	490015762N	Southwark, Blackfriars Bridge (Stop SK)
59005	490015764C	Covent Garden, Covent Garden  Catherine Street (Stop C)
51813	490015764E1	Covent Garden, Covent Garden  Russell Street (Stop)
48811	490015522E	Pinner, Pinner (Stand Z1)
52879	490015523S1	Newbury Park, Eastern Avenue (IG2) (Stop NE)
54157	490015524W	Chase Cross, Hillrise Estate (Stop)
77316	490015526E	Upper Elmers End, Altyre Way (->E)
50655	490015528S1	Dartmouth Park, Parliament Hill Fields (Stop GL)
72226	490015896E	Chelsfield, Stirling Drive (Stop D)
48174	490015457W	Catford, Brownhill Road  St Fillans Road (Stop B)
49694	490015459G	Church End, St Mary's Church (N3) (Stop G)
77620	490015832E	Pimlico, Grosvenor Road (Stop CM)
72597	490015833S	Sutton, Chalk Pit Way (Stop AA)
51596	490015488J	Oakleigh Park, Athenaeum Road (Stop J)
56926	490015488M	Oakleigh Park, Athenaeum Road (Stop M)
73400	490016060E	North Cheam, London Road  St Anthony's Hospital (Stop HS)
49918	490016065W	Elmers End, Broomfield Road (Stop U)
58119	490016066S	Shortlands, Durham Avenue  Shortlands (->S)
47298	490015730S	North Feltham, Feltham Assembly Hall (Stop S)
92059	490015753N	Wembley Park, Greenhill Way  Lycee International (->N)
92060	490015753S	Wembley Park, Greenhill Way  Lycee International (->S)
50960	490015760S	Southwark, Oxo Tower (Stop SG)
51907	490015495E	Finchley Central, Dollis Park  Finchley Central (Stop E)
75674	490015496GU	Golders Green, Golders Green (Stop GU)
72386	490015496GV	Golders Green, Golders Green (Stop GV)
75349	490015496GW	Golders Green, Golders Green (Stop GW)
73225	490015497GC	Golders Green, Golders Green (Stop GC)
74442	490015498N	Hanger Lane, Hanger Lane Station (Stop N)
77946	490015498P	Hanger Lane, Ashbourne Road (w5) (Stop P)
47448	490016149W	Streatham Vale, Ebenezer Walk (->NW)
51291	490016150E	Mitcham, Warminster Way (Stop)
75688	490016150W	Mitcham, Clay Avenue (->W)
58144	490016153N	Coulsdon, Warwick Road (->N)
71079	490016153S	Coulsdon, Warwick Road (->S)
47160	490015836W	Edmonton, Wigston Close (->W)
48273	490015837W	Edmonton, Bull Lane  North Middlesex Hospital (Stop W)
74923	490015837Z	Edmonton, Bull Lane  North Middlesex Hospital (Stop Z)
50247	490015838X	Edmonton, Hawthorn Road (Stop X)
54620	490015838Y	Edmonton, Hawthorn Road (Stop Y)
53282	490015839P	Edmonton, Somerset Road North Middlesex (Stop P)
55012	490015839U	Edmonton, Somerset Road North Middlesex (Stop U)
59430	490015845E	Pimlico, Bull Ring Gate (Stop CH)
54486	490015851S	Shacklewell, Rio Cinema (Stop S)
56226	490015851T	Shacklewell, Rio Cinema (Stop T)
57324	490015852N	South Tottenham, Lealand Road (Stop TB)
54674	490015854N	Preston, Windermere Avenue (->N)
59267	490015854S	Preston, Windermere Avenue (->S)
53130	490015800E	Acton, Norman Way (->E)
50654	490015829S	Camberwell, Grove Lane  Champion Park (Stop D)
57046	490015830S	Camberwell, Quorn Road (Stop L)
71680	490015462E	Hounslow West, Henlys Roundabout (Stop CW)
71416	490015462W	Hounslow West, Henlys Roundabout (Stop CY)
47686	490015608E	Blackfen, Woodside Lane (Stop D)
58697	490015608W	Blackfen, Woodside Lane (Stop L)
75158	490015616N	Nunhead, Gibbon Road (Stop NP)
47006	490015617W	Edmonton, Millfield Theatre (Stop WQ)
74741	490015638S	New Malden, Sandal Road  Holy Cross School (->S)
54991	490015639E	Surbiton, Lamberts Rd Hollyfield School (Stop)
50916	490015670N	Leyton, Leyton Mills (Stop F)
49872	490015681NB1	Petts Wood, Fairway  Tudor Way (Stop)
55392	490015681S	Petts Wood, Fairway  Tudor Way (Stop GL)
53837	490015683E	Old Ford, Usher Road (Stop E)
58112	490015683W	Old Ford, Usher Road (Stop N)
76649	490015684W	Bow, Shetland Road (Stop TX)
56937	490015685E	Old Ford, Antill Road (Stop SL)
98207	490016165N	North Cheam, Henley Avenue (->SE)
76926	490015470E1	Wood Green, Redvers Road (Stop V)
55068	490015471A	Wood Green, The Broadway (N22) (Stop A)
56658	490015530S2	Fortis Green, Woodside Avenue (Stop)
74831	490015531S	Camden Town, Camden Town (Stop Z1)
47843	490015531T	Camden Town, Camden Town (Stop T)
72101	490015532S	Willesden Green, Brondesbury Park (Stop R)
74115	490015505C	Oakwood, Oakwood Station Bramley Rd (Stop C)
54222	490015508E2	Stepney, Stepney Green (Stop A)
51293	490015508W1	Stepney, Stepney Green (Stop H)
76798	490015512B	Tooting Broadway, Tooting Broadway (Stop B)
77901	490015513K	Tooting, Tooting Bwy South Thames Coll (Stop K)
49834	490015513L	Tooting Broadway, Tooting Broadway (Stop L)
51948	490016069E	Morden, Morden Hall Park  Surrey Arms (Stop Q)
58606	490015481E	Charlton, Wyndcliff RdEastcombe Avenue (->E)
51830	490015481W	Charlton, Wyndcliff RdEastcombe Avenue (->W)
57849	490015483E	Northolt, Wood End Lane Northolt (Stop NP)
59029	490015483W	Northolt, Wood End Lane Northolt (Stop NV)
52493	490015484W	West Drayton, Mill Road West Drayton (Stop)
77127	490015485N	Earlsfield, Windmill Road Earlsfield (Stop E)
50395	490015485S	Earlsfield, Windmill Road Earlsfield (Stop SR)
53775	490015529W	Primrose Hill, Primrose Hill Road (Stop U)
58870	490015591W	South Acton, Hanbury Road (Stop L)
52753	490015602N	Canada Water, Canada Street (Stop U)
76543	490015602S	Canada Water, Canada Street (Stop W)
58264	490015534D	Sidcup, Sidcup (Stop D)
53265	490015504D	Northwood, Northwood (Stop D)
49121	490015889N	Hanwell, Framfield Road (Stop DS)
52321	490015590S	South Acton, Colville Road (W3) (Stop N)
57877	490015591E	South Acton, Hanbury Road (Stop S)
72301	490015719S	Redbridge, Falmouth Gardens (->S)
58031	490015719S2	Redbridge, Falmouth Gardens (->SW)
71600	490015728W	North Feltham, Denham Road (Stop X)
73061	490015787N	Rise Park, Marshalls Park School (->N)
53826	490015787S	Rise Park, Marshalls Park School (->S)
95014	490015788N	Gidea Park, Heaton Avenue  Keats Avenue (->W)
56983	490015788N1	Gidea Park, Keats Avenue (Stop)
76717	490015788S	Gidea Park, Heaton Avenue  Keats Avenue (->S)
74099	490015789N	Cranham, Wylie Veterinary Centre (->N)
57140	490015789S	Cranham, Wylie Veterinary Centre (->S)
50303	490015795S	West Hampstead, Mill Lane Kilburn (Stop BJ)
71546	490015456N	North Kensington, Oakworth Road (Stop H)
53121	490015567H	Wood Green, Wood Green Station (Stop H)
75157	490015568C	Wood Green, Wood Green Bus Garage (Stop C)
76862	490015574C	Maida Vale, Hall Road  Maida Vale (Stop C)
56365	490015574D	Maida Vale, Hall Road  Maida Vale (Stop D)
55589	490015470E	Wood Green, Redvers Road (Stop E)
53209	490015544N	Highbury, Highbury Grove Sch Baalbec Rd (Stop CW)
75389	490015546P	Wandsworth, Wandsworth Town Hall (Stop P)
77732	490015547W1	Clapham Junction, York Gardens (Stop L)
75310	490015548M	South Croydon, Swan & Sugar Loaf (Stop M)
77112	490015548P	South Croydon, Swan & Sugar Loaf (Stop P)
48417	490015549H	Upminster, Upminster Library (Stop S)
73694	490016067N	Mitcham, Mitcham Tram Stop (Stop N)
51289	490015576W	West Harrow, The Gardens (HA1) (Stop WK)
77647	490015577S	Woolwich, Bloomfield Road  Plumstead Common Road (Stop WD)
58343	490015579N	Chiswick Park, Stanhope Way  Acton Works (Stop Q)
48520	490015579S	Chiswick Park, Stanhope Way  Acton Works (Stop P)
55418	490015582W	Goddington, Berrylands (->W)
58892	490015465E	Notting Hill, Notting Hill Gate Hillgate St (Stop E)
58111	490015466E	Park Langley, Stone Park Avenue Village Way (Stop)
48183	490015466W	Park Langley, Stone Park Avenue Village Way (->W)
76432	490015467N	New Addington, Vulcan Way (->N)
92123	490015467Z	New Addington, Vulcan Way (->S)
53571	490015553F	Grove Park, Chinbrook Road  Baring Road (Stop F)
52553	490015491H	Upper Norwood, Westow Street (Stop H)
71404	490015607N1	Bexley, Penhill Road (Stop)
48400	490015607W	Bexley, Penhill Road (Stop Y)
50769	490015713N	Honor Oak, Dunstans Road (Stop B)
72377	490015713S	Honor Oak, Dunstans Road (Stop C)
73621	490015492C	Eastcote, The Close Eastcote (Stop H)
57983	490015492D	Eastcote, The Close Eastcote (Stop J)
53087	490015886E	Greenford, Bordars Walk (Stop BE)
48544	490015886W	Greenford, Bordars Walk (Stop BD)
56538	490015887N	West Ealing, Radnor Court (Stop CA)
76670	490015887S	West Ealing, Cheyne Path (Stop CK)
52944	490015888N	West Ealing, Stafford Court (Stop DT)
57598	490015888S	Hanwell, Framfield Road (Stop DD)
56195	490016067K	Mitcham, Mitcham Tram Stop (Stop K)
53509	490015700C	St Pancras, British Library (Stop C)
58638	490015769	Preston, Jewish Free School (Stop)
58821	490015701E	Dudden Hill, Brook Road Dudden Hill (->E)
71997	490015760W	Southwark, Oxo Tower (Stop SH)
75883	490015553G	Grove Park, Chinbrook Road  Baring Road (Stop G)
76716	490015554C	Redbridge, Redbridge (Stop RC)
49605	490015556W	Charlton, Woolwich Road  Charlton Lane (Stop B)
50742	490015501K	Manor House, Manor House (Stop K)
73072	490015502N	Marylebone, Marylebone Station (Stop N)
53001	490015575X	Parsons Green, Parsons Green New Kings Road (Stop X)
57063	490015538N1	Clapham Common, Wandsworth Road (Stop P)
77743	490015539W	Addiscombe, Morland Road (->W)
56523	490015542S1	Old Coulsdon, The Crossways (Stop M)
72250	490016072E1	Heath Park, Elmhurst Drive (->E)
55464	490016072N	Heath Park, Elmhurst Drive (->W)
57262	490016077S	Hornchurch, Grosvenor Drive (Stop)
73839	490016091E	Sudbury, Farm Avenue (HA0) (Stop HK)
75091	490016092E	Wembley, Ealing Road Wembley (Stop CY)
59511	490016093W	Wembley, Swinderby Road (Stop CZ)
51699	490016094W	Sudbury, Fernwood Avenue (Stop HN)
98119	490016100N	Locksbottom, Lovibonds Avenue (->N)
98123	490016100S	Locksbottom, Lovibonds Avenue (->S)
52380	490016102	Farnborough, Northlands Avenue (->SE)
71982	490016102E1	Farnborough, Harley Gardens (->E)
54117	490016102W1	Farnborough, Harley Gardens (->W)
74020	490016102W2	Farnborough, Northlands Avenue (->NW)
77660	490016116S	Fortis Green, Highgate Wood Fortis Green (Stop L)
57529	490015521E2	Hampton Hill, Springfield Avenue (Stop RP)
54839	490015522C	Pinner, Pinner (Stop C)
71217	490016156W	Coulsdon, The Avenue (CR5) (Stop R)
76483	490016161S	Leicester Square, St Martin's Place (Stop K)
76232	490015835E	Edmonton, Plowman Cl  Wilbury Primary School (Stop EM)
55501	490015835W	Edmonton, Plowman Cl  Wilbury Primary School (Stop WP)
